location,project,lure
FMM-5,CMU Ecosystem Monitoring Camera Program 2019,No
FMM-6,CMU Ecosystem Monitoring Camera Program 2019,No
FMM-7,CMU Ecosystem Monitoring Camera Program 2019,No
FMM-8,CMU Ecosystem Monitoring Camera Program 2019,No
FMM-9,CMU Ecosystem Monitoring Camera Program 2019,No
LID-1,CMU Ecosystem Monitoring Camera Program 2019,No
LID-10,CMU Ecosystem Monitoring Camera Program 2019,No
LID-11,CMU Ecosystem Monitoring Camera Program 2019,No
LID-12,CMU Ecosystem Monitoring Camera Program 2019,No
LID-13,CMU Ecosystem Monitoring Camera Program 2019,No
LID-14,CMU Ecosystem Monitoring Camera Program 2019,No
LID-15,CMU Ecosystem Monitoring Camera Program 2019,No
LID-16,CMU Ecosystem Monitoring Camera Program 2019,No
LID-17,CMU Ecosystem Monitoring Camera Program 2019,No
LID-18,CMU Ecosystem Monitoring Camera Program 2019,No
LID-19,CMU Ecosystem Monitoring Camera Program 2019,No
LID-2,CMU Ecosystem Monitoring Camera Program 2019,No
LID-20,CMU Ecosystem Monitoring Camera Program 2019,No
LID-21,CMU Ecosystem Monitoring Camera Program 2019,No
LID-22,CMU Ecosystem Monitoring Camera Program 2019,No
LID-23,CMU Ecosystem Monitoring Camera Program 2019,No
LID-24,CMU Ecosystem Monitoring Camera Program 2019,No
LID-25,CMU Ecosystem Monitoring Camera Program 2019,No
LID-3,CMU Ecosystem Monitoring Camera Program 2019,No
LID-4,CMU Ecosystem Monitoring Camera Program 2019,No
LID-5,CMU Ecosystem Monitoring Camera Program 2019,No
LID-6,CMU Ecosystem Monitoring Camera Program 2019,No
LID-7,CMU Ecosystem Monitoring Camera Program 2019,No
LID-8,CMU Ecosystem Monitoring Camera Program 2019,No
LID-9,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-126,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-127,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-128,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-129,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-130,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-131,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-132,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-133,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-134,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-135,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-136,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-137,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-138,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-139,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-140,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-141,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-142,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-143,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-144,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-145,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-146,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-147,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-148,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-149,CMU Ecosystem Monitoring Camera Program 2019,No
LLB-150,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-51,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-52,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-53,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-54,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-55,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-57,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-58,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-59,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-60,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-61,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-62,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-63,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-64,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-65,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-66,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-67,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-68,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-69,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-70,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-71,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-72,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-73,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-74,CMU Ecosystem Monitoring Camera Program 2019,No
LRN-75,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-26,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-27,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-28,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-29,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-30,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-31,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-32,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-33,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-34,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-35,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-36,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-37,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-38,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-39,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-40,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-41,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-42,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-43,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-44,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-45,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-46,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-47,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-48,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-49,CMU Ecosystem Monitoring Camera Program 2019,No
MAC-50,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-26,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-27,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-28,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-29,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-30,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-31,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-32,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-33,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-34,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-35,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-36,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-37,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-38,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-39,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-40,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-41,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-42,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-43,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-44,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-45,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-46,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-47,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-48,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-49,CMU Ecosystem Monitoring Camera Program 2019,No
MCC-50,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-51,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-52,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-53,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-54,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-55,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-56,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-57,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-58,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-59,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-60,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-61,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-62,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-63,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-64,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-65,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-66,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-67,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-68,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-69,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-70,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-71,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-72,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-73,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-74,CMU Ecosystem Monitoring Camera Program 2019,No
WAB-75,CMU Ecosystem Monitoring Camera Program 2019,No
FMM-6,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-149,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-7,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-134,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-140,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-143,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-3,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-1,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-13,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-5,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-2,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-23,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-145,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-136,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-127,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-148,CMU Ecosystem Monitoring Camera Program 2020,No
LID-4,CMU Ecosystem Monitoring Camera Program 2020,No
LID-12,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-14,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-4,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-144,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-141,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-129,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-131,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-135,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-150,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-147,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-142,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-8,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-19,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-130,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-132,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-133,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-137,CMU Ecosystem Monitoring Camera Program 2020,No
LID-9,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-138,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-107,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-15,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-115,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-146,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-11,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-104,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-126,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-103,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-18,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-121,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-120,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-25,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-106,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-101,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-17,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-21,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-139,CMU Ecosystem Monitoring Camera Program 2020,No
LLB-128,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-105,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-112,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-109,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-116,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-124,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-113,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-122,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-118,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-111,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-108,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-117,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-114,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-102,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-12,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-24,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-119,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-110,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-9,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-123,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-10,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-16,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-20,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-72,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-65,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-62,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-27,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-39,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-67,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-34,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-75,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-48,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-28,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-74,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-36,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-37,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-71,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-29,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-70,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-30,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-42,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-43,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-35,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-40,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-66,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-38,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-49,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-63,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-47,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-46,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-45,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-61,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-58,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-44,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-55,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-60,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-54,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-53,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-52,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-51,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-59,CMU Ecosystem Monitoring Camera Program 2020,No
FMM-22,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-57,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-68,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-69,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-31,CMU Ecosystem Monitoring Camera Program 2020,No
LRN-64,CMU Ecosystem Monitoring Camera Program 2020,No
LID-6,CMU Ecosystem Monitoring Camera Program 2020,No
LID-5,CMU Ecosystem Monitoring Camera Program 2020,No
LID-8,CMU Ecosystem Monitoring Camera Program 2020,No
LID-7,CMU Ecosystem Monitoring Camera Program 2020,No
LID-25,CMU Ecosystem Monitoring Camera Program 2020,No
LID-23,CMU Ecosystem Monitoring Camera Program 2020,No
LID-22,CMU Ecosystem Monitoring Camera Program 2020,No
LID-21,CMU Ecosystem Monitoring Camera Program 2020,No
LID-20,CMU Ecosystem Monitoring Camera Program 2020,No
LID-19,CMU Ecosystem Monitoring Camera Program 2020,No
LID-17,CMU Ecosystem Monitoring Camera Program 2020,No
LID-14,CMU Ecosystem Monitoring Camera Program 2020,No
LID-13,CMU Ecosystem Monitoring Camera Program 2020,No
LID-10,CMU Ecosystem Monitoring Camera Program 2020,No
LID-11,CMU Ecosystem Monitoring Camera Program 2020,No
LID-1,CMU Ecosystem Monitoring Camera Program 2020,No
LID-18,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-126,CMU Ecosystem Monitoring Camera Program 2020,No
CHR-125,CMU Ecosystem Monitoring Camera Program 2020,No
LID-15,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-9,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-8,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-7,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-6,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-5,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-4,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-3,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-25,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-24,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-23,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-22,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-21,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-20,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-2,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-19,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-18,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-17,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-16,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-15,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-14,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-13,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-12,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-11,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-10,CMU Ecosystem Monitoring Camera Program 2020,No
AUB-1,CMU Ecosystem Monitoring Camera Program 2020,No
LID-16,CMU Ecosystem Monitoring Camera Program 2020,No
LID-2,CMU Ecosystem Monitoring Camera Program 2020,No
LID-24,CMU Ecosystem Monitoring Camera Program 2020,No
LID-3,CMU Ecosystem Monitoring Camera Program 2020,No
MCC-41,CMU Ecosystem Monitoring Camera Program 2020,No
1022-NE,ABMI Ecosystem Health 2015,Yes
1022-NW,ABMI Ecosystem Health 2015,No
1022-SE,ABMI Ecosystem Health 2015,No
1022-SW,ABMI Ecosystem Health 2015,Yes
1023-NE,ABMI Ecosystem Health 2015,Yes
1023-NW,ABMI Ecosystem Health 2015,No
1023-SE,ABMI Ecosystem Health 2015,No
1023-SW,ABMI Ecosystem Health 2015,No
1024-NE,ABMI Ecosystem Health 2015,Yes
1024-NW,ABMI Ecosystem Health 2015,No
1024-SW,ABMI Ecosystem Health 2015,Yes
1025-NE,ABMI Ecosystem Health 2017,Yes
1025-NW,ABMI Ecosystem Health 2017,Yes
1025-SE,ABMI Ecosystem Health 2017,No
1025-SW,ABMI Ecosystem Health 2017,No
1026-NE,ABMI Ecosystem Health 2017,Yes
1026-NW,ABMI Ecosystem Health 2017,No
1026-SE,ABMI Ecosystem Health 2017,No
1026-SW,ABMI Ecosystem Health 2017,Yes
1027-NE,ABMI Ecosystem Health 2017,Yes
1027-NW,ABMI Ecosystem Health 2017,No
1027-NW-b,ABMI Ecosystem Health 2017,No
1027-SE,ABMI Ecosystem Health 2017,No
1027-SW,ABMI Ecosystem Health 2017,Yes
1028-NE,ABMI Ecosystem Health 2018,Yes
1028-NW,ABMI Ecosystem Health 2018,No
1028-SE,ABMI Ecosystem Health 2018,No
1028-SW,ABMI Ecosystem Health 2018,Yes
1056-NE,ABMI Ecosystem Health 2015,Yes
1056-NW,ABMI Ecosystem Health 2015,No
1056-SE,ABMI Ecosystem Health 2015,No
1056-SW,ABMI Ecosystem Health 2015,Yes
1057-NE,ABMI Ecosystem Health 2015,Yes
1057-NW,ABMI Ecosystem Health 2015,No
1057-SE,ABMI Ecosystem Health 2015,No
1057-SW,ABMI Ecosystem Health 2015,Yes
1058-NE,ABMI Ecosystem Health 2015,No
1058-NW,ABMI Ecosystem Health 2015,Yes
1058-SE,ABMI Ecosystem Health 2015,Yes
1058-SW,ABMI Ecosystem Health 2015,No
1059-NE,ABMI Ecosystem Health 2017,Yes
1059-NW,ABMI Ecosystem Health 2017,No
1059-SE,ABMI Ecosystem Health 2017,No
1059-SW,ABMI Ecosystem Health 2017,Yes
1060-NE,ABMI Ecosystem Health 2017,Yes
1060-NW,ABMI Ecosystem Health 2017,No
1060-SE,ABMI Ecosystem Health 2017,No
1060-SW,ABMI Ecosystem Health 2017,Yes
1061-NE,ABMI Ecosystem Health 2017,Yes
1061-NW,ABMI Ecosystem Health 2017,No
1061-SE,ABMI Ecosystem Health 2017,No
1061-SW,ABMI Ecosystem Health 2017,Yes
1062-NE,ABMI Ecosystem Health 2018,Yes
1062-NW,ABMI Ecosystem Health 2018,No
1062-SE,ABMI Ecosystem Health 2018,No
1062-SW,ABMI Ecosystem Health 2018,Yes
1086-NE,ABMI Ecosystem Health 2017,Yes
1086-NW,ABMI Ecosystem Health 2017,No
1086-SE,ABMI Ecosystem Health 2017,No
1086-SW,ABMI Ecosystem Health 2017,Yes
1088-NE,ABMI Ecosystem Health 2017,Yes
1088-NW,ABMI Ecosystem Health 2017,No
1088-SE,ABMI Ecosystem Health 2017,No
1088-SW,ABMI Ecosystem Health 2017,Yes
1119-NE,ABMI Ecosystem Health 2017,Yes
1119-NW,ABMI Ecosystem Health 2017,No
1119-SE,ABMI Ecosystem Health 2017,No
1119-SW,ABMI Ecosystem Health 2017,Yes
1120-NE,ABMI Ecosystem Health 2017,Yes
1120-NW,ABMI Ecosystem Health 2017,No
1120-SE,ABMI Ecosystem Health 2017,No
1120-SW,ABMI Ecosystem Health 2017,Yes
1121-NE,ABMI Ecosystem Health 2017,Yes
1121-NW,ABMI Ecosystem Health 2017,No
1121-SE,ABMI Ecosystem Health 2017,No
1121-SW,ABMI Ecosystem Health 2017,Yes
1150-NE,ABMI Ecosystem Health 2015,Yes
1150-NW,ABMI Ecosystem Health 2015,Yes
1150-SE,ABMI Ecosystem Health 2015,No
1150-SW,ABMI Ecosystem Health 2015,No
1151-NE,ABMI Ecosystem Health 2017,No
1151-NW,ABMI Ecosystem Health 2017,Yes
1151-SE,ABMI Ecosystem Health 2017,No
1151-SW,ABMI Ecosystem Health 2017,NA
1152-NE,ABMI Ecosystem Health 2017,No
1152-NW,ABMI Ecosystem Health 2017,No
1152-SE,ABMI Ecosystem Health 2017,Yes
1152-SW,ABMI Ecosystem Health 2017,Yes
1153-NE,ABMI Ecosystem Health 2017,Yes
1153-NW,ABMI Ecosystem Health 2017,No
1153-SE,ABMI Ecosystem Health 2017,No
1153-SW,ABMI Ecosystem Health 2017,Yes
1166-NE,ABMI Ecosystem Health 2018,Yes
1166-NW,ABMI Ecosystem Health 2018,No
1166-SE,ABMI Ecosystem Health 2018,No
1166-SW,ABMI Ecosystem Health 2018,Yes
1167-NE,ABMI Ecosystem Health 2018,Yes
1167-NW,ABMI Ecosystem Health 2018,No
1167-SE,ABMI Ecosystem Health 2018,No
1167-SW,ABMI Ecosystem Health 2018,Yes
1178-NE,ABMI Ecosystem Health 2017,Yes
1178-NW,ABMI Ecosystem Health 2017,No
1178-SE,ABMI Ecosystem Health 2017,No
1178-SW,ABMI Ecosystem Health 2017,Yes
1179-NE,ABMI Ecosystem Health 2017,No
1179-NW,ABMI Ecosystem Health 2017,No
1179-SE,ABMI Ecosystem Health 2017,Yes
1179-SW,ABMI Ecosystem Health 2017,Yes
1180-NE,ABMI Ecosystem Health 2017,Yes
1180-NW,ABMI Ecosystem Health 2017,No
1180-SE,ABMI Ecosystem Health 2017,NA
1180-SW,ABMI Ecosystem Health 2017,Yes
1181-NE,ABMI Ecosystem Health 2018,Yes
1181-NW,ABMI Ecosystem Health 2018,No
1181-SE,ABMI Ecosystem Health 2018,No
1181-SW,ABMI Ecosystem Health 2018,Yes
1182-NE,ABMI Ecosystem Health 2018,Yes
1182-NW,ABMI Ecosystem Health 2018,No
1182-SE,ABMI Ecosystem Health 2018,No
1182-SW,ABMI Ecosystem Health 2018,Yes
1183-NE,ABMI Ecosystem Health 2018,Yes
1183-NW,ABMI Ecosystem Health 2018,No
1183-SE,ABMI Ecosystem Health 2018,No
1183-SW,ABMI Ecosystem Health 2018,Yes
1190-NE,ABMI Ecosystem Health 2015,Yes
1190-NW,ABMI Ecosystem Health 2015,No
1190-SE,ABMI Ecosystem Health 2015,No
1190-SW,ABMI Ecosystem Health 2015,Yes
1191-NW,ABMI Ecosystem Health 2015,No
1191-SE,ABMI Ecosystem Health 2015,No
1191-SW,ABMI Ecosystem Health 2015,Yes
1192B-NE,ABMI Ecosystem Health 2015,Yes
1192B-NW,ABMI Ecosystem Health 2015,No
1192B-SE,ABMI Ecosystem Health 2015,No
1192B-SW,ABMI Ecosystem Health 2015,Yes
1193-NE,ABMI Ecosystem Health 2017,Yes
1193-NW,ABMI Ecosystem Health 2017,No
1193-SE,ABMI Ecosystem Health 2017,No
1193-SW,ABMI Ecosystem Health 2017,Yes
1194-NE,ABMI Ecosystem Health 2017,Yes
1194-NW,ABMI Ecosystem Health 2017,No
1194-SE,ABMI Ecosystem Health 2017,No
1194-SW,ABMI Ecosystem Health 2017,Yes
1198-NE,ABMI Ecosystem Health 2018,Yes
1198-NW,ABMI Ecosystem Health 2018,No
1198-SE,ABMI Ecosystem Health 2018,No
1198-SW,ABMI Ecosystem Health 2018,NA
1199-NE,ABMI Ecosystem Health 2018,Yes
1199-NW,ABMI Ecosystem Health 2018,No
1199-SE,ABMI Ecosystem Health 2018,No
1199-SW,ABMI Ecosystem Health 2018,Yes
1200-NE,ABMI Ecosystem Health 2018,Yes
1200-NW,ABMI Ecosystem Health 2018,No
1200-SE,ABMI Ecosystem Health 2018,No
1200-SW,ABMI Ecosystem Health 2018,Yes
120-NE,ABMI Ecosystem Health 2016,NA
120-NW,ABMI Ecosystem Health 2016,NA
