project,location,start_date_time,end_date_time
ABMI Ecosystem Health 2017,1264-NE,2016-11-30T13:01:00Z,2017-07-24T10:45:00Z
ABMI Ecosystem Health 2017,1264-NW,2016-11-30T12:16:00Z,2017-07-24T09:37:00Z
ABMI Ecosystem Health 2017,1264-SE,2016-11-30T10:08:00Z,2017-07-24T10:19:00Z
ABMI Ecosystem Health 2017,1264-SW,2016-11-30T11:08:00Z,2017-07-24T10:04:00Z
ABMI Ecosystem Health 2017,1265-NE,2016-12-01T11:16:00Z,2017-07-23T12:15:00Z
ABMI Ecosystem Health 2017,1265-NW,2016-12-01T14:14:00Z,2017-07-23T13:20:00Z
ABMI Ecosystem Health 2017,1265-SE,2016-12-01T12:19:00Z,2017-07-23T15:19:00Z
ABMI Ecosystem Health 2017,1265-SW,2016-12-01T15:44:00Z,2017-06-04T09:42:00Z
ABMI Ecosystem Health 2018,1266-NE,2018-01-24T14:55:00Z,2018-07-05T12:36:00Z
ABMI Ecosystem Health 2018,1266-NW,2018-01-24T14:07:00Z,2018-07-05T13:05:00Z
ABMI Ecosystem Health 2018,1266-SE,2018-01-24T15:47:00Z,2018-07-05T14:28:00Z
ABMI Ecosystem Health 2018,1266-SW,2018-01-24T16:38:00Z,2018-07-05T13:54:00Z
ABMI Ecosystem Health 2018,1267-NE,2018-01-25T10:00:00Z,2018-07-04T12:49:00Z
ABMI Ecosystem Health 2018,1267-NW,2018-01-25T12:05:00Z,2018-07-04T13:20:00Z
ABMI Ecosystem Health 2018,1267-SE,2018-01-25T10:47:00Z,2018-07-04T12:00:00Z
ABMI Ecosystem Health 2018,1267-SW,2018-01-25T12:55:00Z,2018-07-04T11:31:00Z
ABMI Ecosystem Health 2018,1268-NE,2018-01-26T12:22:00Z,2018-07-06T11:49:00Z
ABMI Ecosystem Health 2018,1268-NW,2018-01-26T11:37:00Z,2018-07-06T13:40:00Z
ABMI Ecosystem Health 2018,1268-SE,2018-01-26T09:56:00Z,2018-07-06T12:22:00Z
ABMI Ecosystem Health 2018,1268-SW,2018-01-26T10:48:00Z,2018-07-06T13:09:00Z
ABMI Ecosystem Health 2015,1275-NE,2015-03-08T09:36:00Z,2015-07-06T12:47:00Z
ABMI Ecosystem Health 2015,1275-NW,2015-03-07T16:29:00Z,2015-07-06T12:30:00Z
ABMI Ecosystem Health 2015,1275-SE,2015-03-08T09:11:00Z,2015-07-06T11:20:00Z
ABMI Ecosystem Health 2015,1275-SW,2015-03-07T16:04:00Z,2015-06-07T10:25:00Z
ABMI Ecosystem Health 2015,1276-NE,2015-03-06T15:57:00Z,2015-07-07T11:13:00Z
ABMI Ecosystem Health 2015,1276-NW,2015-03-06T15:19:00Z,2015-07-07T08:19:00Z
ABMI Ecosystem Health 2015,1276-NW-B,2015-05-08T11:12:00Z,2015-07-07T08:19:00Z
ABMI Ecosystem Health 2015,1276-SE,2015-03-06T16:30:00Z,2015-07-07T11:40:00Z
ABMI Ecosystem Health 2015,1276-SW,2015-03-06T17:32:00Z,2015-07-07T12:09:00Z
ABMI Ecosystem Health 2015,1277-NE,2015-03-05T12:30:00Z,2015-07-08T10:51:00Z
ABMI Ecosystem Health 2015,1277-NW,2015-03-05T12:56:00Z,2015-07-08T12:37:00Z
ABMI Ecosystem Health 2015,1277-SE,2015-03-05T11:15:00Z,2015-07-08T11:22:00Z
ABMI Ecosystem Health 2015,1277-SW,2015-03-05T11:50:00Z,2015-07-08T12:56:00Z
ABMI Ecosystem Health 2017,1278-NE,2017-01-18T10:07:00Z,2017-07-04T15:11:00Z
ABMI Ecosystem Health 2017,1278-NW,2017-01-18T11:15:00Z,2017-07-04T14:11:00Z
ABMI Ecosystem Health 2017,1278-SE,2017-01-18T12:03:00Z,2017-07-04T15:49:00Z
ABMI Ecosystem Health 2017,1278-SW,2017-01-18T12:39:00Z,2017-07-04T16:22:00Z
ABMI Ecosystem Health 2017,1279-NE,2017-01-17T12:41:00Z,2017-07-05T16:42:00Z
ABMI Ecosystem Health 2017,1279-NW,2017-01-17T15:36:00Z,2017-06-02T20:26:00Z
ABMI Ecosystem Health 2017,1279-SE,2017-01-17T13:41:00Z,2017-07-05T17:26:00Z
ABMI Ecosystem Health 2017,1279-SW,2017-01-17T16:25:00Z,2017-07-05T15:10:00Z
ABMI Ecosystem Health 2017,1280-NE,2017-01-21T16:13:00Z,2017-07-06T14:12:00Z
ABMI Ecosystem Health 2017,1280-NW,2017-01-21T16:51:00Z,2017-07-06T17:20:00Z
ABMI Ecosystem Health 2017,1280-SE,2017-01-21T15:12:00Z,2017-07-06T16:07:00Z
ABMI Ecosystem Health 2017,1280-SW,2017-01-21T14:21:00Z,2017-07-06T16:38:00Z
ABMI Ecosystem Health 2018,1281-NE,2018-02-08T10:04:00Z,2018-07-03T13:44:00Z
ABMI Ecosystem Health 2018,1281-SW,2018-02-08T11:48:00Z,2018-07-03T14:39:00Z
ABMI Ecosystem Health 2018,1282-NE,2018-01-27T12:00:00Z,2018-07-03T11:33:00Z
ABMI Ecosystem Health 2018,1282-SW,2018-01-27T13:03:00Z,2018-04-21T06:45:00Z
ABMI Ecosystem Health 2018,1283-NE,2018-02-07T17:03:00Z,2018-07-04T09:00:00Z
ABMI Ecosystem Health 2018,1283-SW,2018-02-07T18:10:00Z,2018-07-04T10:26:00Z
ABMI Ecosystem Health 2016,1284-NE,2016-02-28T14:25:00Z,2016-07-05T16:27:00Z
ABMI Ecosystem Health 2016,1284-NW,2016-02-28T15:25:00Z,2016-07-05T13:30:00Z
ABMI Ecosystem Health 2016,1284-SE,2016-02-28T12:41:00Z,2016-07-05T15:34:00Z
ABMI Ecosystem Health 2016,1284-SW,2016-02-28T11:24:00Z,2016-07-05T14:23:00Z
ABMI Ecosystem Health 2016,1285-NE,2016-02-25T18:49:00Z,2016-07-08T15:04:00Z
ABMI Ecosystem Health 2016,1285-NW,2016-02-25T17:09:00Z,2016-07-08T15:34:00Z
ABMI Ecosystem Health 2016,1285-SE,2016-02-22T14:17:00Z,2016-07-08T14:33:00Z
ABMI Ecosystem Health 2016,1285-SW,2016-02-26T18:47:00Z,2016-07-08T15:57:00Z
ABMI Ecosystem Health 2017,1291-NE,NA,NA
ABMI Ecosystem Health 2017,1291-NW,2016-11-29T13:15:00Z,2017-07-21T11:37:00Z
ABMI Ecosystem Health 2017,1291-SE,NA,NA
ABMI Ecosystem Health 2017,1291-SW,NA,NA
ABMI Ecosystem Health 2017,1292-NE,2017-01-24T14:12:00Z,2017-07-26T09:33:00Z
ABMI Ecosystem Health 2017,1292-NW,2017-01-24T15:15:00Z,2017-07-26T09:10:00Z
ABMI Ecosystem Health 2017,1292-SE,2017-01-24T12:56:00Z,2017-07-26T13:42:00Z
ABMI Ecosystem Health 2017,1292-SW,2017-01-24T16:13:00Z,2017-07-26T08:45:00Z
ABMI Ecosystem Health 2017,1293-NE,2016-11-30T12:26:00Z,2017-07-27T16:51:00Z
ABMI Ecosystem Health 2017,1293-NW,2016-11-30T10:57:00Z,2017-07-27T16:17:00Z
ABMI Ecosystem Health 2017,1293-SE,2016-11-30T12:53:00Z,2017-07-27T17:14:00Z
ABMI Ecosystem Health 2017,1293-SW,2016-11-30T10:13:00Z,2017-07-27T15:50:00Z
ABMI Ecosystem Health 2018,1294-NE,2018-01-27T15:29:00Z,2018-07-08T12:12:00Z
ABMI Ecosystem Health 2018,1294-NW,2018-01-27T16:48:00Z,2018-07-08T11:39:00Z
ABMI Ecosystem Health 2018,1294-SE,2018-01-27T14:47:00Z,2018-07-08T13:02:00Z
ABMI Ecosystem Health 2018,1294-SW,2018-01-27T16:07:00Z,2018-07-08T13:34:00Z
ABMI Ecosystem Health 2018,1295-NE,2018-01-28T13:09:00Z,2018-07-03T12:13:00Z
ABMI Ecosystem Health 2018,1295-NW,2018-01-28T12:21:00Z,2018-07-03T12:47:00Z
ABMI Ecosystem Health 2018,1295-SE,2018-01-28T10:29:00Z,2018-07-03T14:15:00Z
ABMI Ecosystem Health 2018,1295-SW,2018-01-28T11:32:00Z,2018-07-03T13:28:00Z
ABMI Ecosystem Health 2018,1296-NE,2018-01-27T12:10:00Z,2018-07-09T12:50:00Z
ABMI Ecosystem Health 2018,1296-NW,2018-01-27T09:49:00Z,2018-07-09T12:19:00Z
ABMI Ecosystem Health 2018,1296-SE,2018-01-27T11:21:00Z,2018-07-09T13:23:00Z
ABMI Ecosystem Health 2018,1296-SW,2018-01-27T10:37:00Z,2018-07-09T13:53:00Z
ABMI Ecosystem Health 2015,1303-NE,2015-03-07T14:09:00Z,2015-07-09T12:44:00Z
ABMI Ecosystem Health 2015,1303-NW,2015-03-07T14:32:00Z,2015-07-09T13:22:00Z
ABMI Ecosystem Health 2015,1303-SE,2015-03-07T13:37:00Z,2015-07-09T12:21:00Z
ABMI Ecosystem Health 2015,1303-SW,2015-03-07T11:52:00Z,2015-07-09T11:54:00Z
ABMI Ecosystem Health 2015,1304-NE,2015-03-05T15:04:00Z,2015-07-10T10:42:00Z
ABMI Ecosystem Health 2015,1304-NW,2015-03-05T16:45:00Z,2015-07-10T13:52:00Z
ABMI Ecosystem Health 2015,1304-SE,2015-03-05T17:35:00Z,2015-07-10T12:34:00Z
ABMI Ecosystem Health 2015,1304-SW,2015-03-05T18:18:00Z,2015-06-30T05:14:00Z
ABMI Ecosystem Health 2015,1305-NE,2015-03-04T16:47:00Z,2015-05-30T08:59:00Z
ABMI Ecosystem Health 2015,1305-NE-B,2015-05-30T11:00:00Z,2015-07-11T11:03:00Z
ABMI Ecosystem Health 2015,1305-NW,2015-03-04T17:04:00Z,2015-07-11T12:28:00Z
ABMI Ecosystem Health 2015,1305-SE,2015-03-04T14:35:00Z,2015-07-11T14:20:00Z
ABMI Ecosystem Health 2015,1305-SW,2015-03-04T13:36:00Z,2015-07-11T13:54:00Z
ABMI Ecosystem Health 2017,1306-NE,2017-01-18T17:05:00Z,2017-07-07T15:26:00Z
ABMI Ecosystem Health 2017,1306-NW,2017-01-18T16:20:00Z,2017-07-07T16:27:00Z
ABMI Ecosystem Health 2017,1306-SE,2017-01-18T15:31:00Z,2017-05-23T22:05:00Z
ABMI Ecosystem Health 2017,1306-SW,2017-01-18T14:47:00Z,2017-06-18T19:29:00Z
ABMI Ecosystem Health 2017,1307-NE,2017-01-19T11:29:00Z,2017-07-10T13:34:00Z
ABMI Ecosystem Health 2017,1307-NW,2017-01-19T12:14:00Z,2017-07-10T11:31:00Z
ABMI Ecosystem Health 2017,1307-SE,2017-01-19T10:43:00Z,2017-07-10T14:45:00Z
ABMI Ecosystem Health 2017,1307-SW,2017-01-19T13:02:00Z,2017-06-18T12:00:00Z
ABMI Ecosystem Health 2017,1308-NE,2017-03-15T12:10:00Z,2017-07-08T11:59:00Z
ABMI Ecosystem Health 2017,1308-NW,2017-03-15T10:24:00Z,2017-06-20T06:10:00Z
ABMI Ecosystem Health 2017,1308-SE,2017-03-15T11:08:00Z,2017-07-08T13:03:00Z
ABMI Ecosystem Health 2017,1308-SW,2017-03-15T09:40:00Z,2017-07-08T12:44:00Z
ABMI Ecosystem Health 2018,1309-NE,2017-12-19T13:00:00Z,2018-06-26T20:21:00Z
ABMI Ecosystem Health 2018,1309-SW,2018-01-10T17:59:00Z,2018-07-05T11:10:00Z
ABMI Ecosystem Health 2018,1310-NE,2018-01-27T16:07:00Z,2018-07-05T08:31:00Z
ABMI Ecosystem Health 2018,1310-SW,2018-01-27T17:09:00Z,2018-07-05T09:01:00Z
ABMI Ecosystem Health 2018,1311-NE,2018-01-28T13:56:00Z,2018-07-04T12:42:00Z
ABMI Ecosystem Health 2018,1311-SW,2018-01-28T12:09:00Z,2018-07-04T13:46:00Z
ABMI Ecosystem Health 2016,1312-NE,2016-02-28T17:57:00Z,2016-05-26T21:17:00Z
ABMI Ecosystem Health 2016,1312-NW,2016-02-22T09:54:00Z,2016-05-25T11:25:00Z
ABMI Ecosystem Health 2016,1312-SE,2016-02-22T11:23:00Z,2016-04-03T01:07:00Z
ABMI Ecosystem Health 2016,1312-SW,2016-02-21T17:46:00Z,2016-03-08T23:39:00Z
ABMI Ecosystem Health 2016,1313-NE,2016-02-27T15:46:00Z,2016-07-07T14:01:00Z
ABMI Ecosystem Health 2016,1313-NW,2016-02-27T17:24:00Z,2016-05-08T14:27:00Z
ABMI Ecosystem Health 2016,1313-SE,2016-03-01T10:47:00Z,2016-07-07T14:27:00Z
ABMI Ecosystem Health 2016,1313-SW,2016-03-01T12:21:00Z,2016-07-07T10:22:00Z
ABMI Ecosystem Health 2016,1314-NE,2016-02-26T10:56:00Z,2016-02-26T12:33:00Z
ABMI Ecosystem Health 2016,1314-NW,2016-02-26T16:50:00Z,2016-05-04T05:49:00Z
ABMI Ecosystem Health 2016,1314-SE,2016-02-26T12:20:00Z,2016-07-09T12:51:00Z
ABMI Ecosystem Health 2016,1314-SW,2016-02-26T14:54:00Z,2016-04-13T05:00:00Z
ABMI Ecosystem Health 2018,1320-NE,2017-10-15T12:02:00Z,2018-07-19T09:25:00Z
ABMI Ecosystem Health 2018,1320-NW,2017-10-15T10:12:00Z,2018-07-19T11:06:00Z
ABMI Ecosystem Health 2018,1320-SE,2017-10-15T11:19:00Z,2018-07-19T10:04:00Z
ABMI Ecosystem Health 2018,1320-SW,NA,NA
ABMI Ecosystem Health 2017,1321-NE,2016-12-02T14:13:00Z,2017-07-25T10:37:00Z
ABMI Ecosystem Health 2017,1321-NW,2016-12-02T15:14:00Z,2017-07-25T11:45:00Z
ABMI Ecosystem Health 2017,1321-SE,2016-12-02T12:11:00Z,2017-07-25T09:10:00Z
ABMI Ecosystem Health 2017,1321-SW,2016-12-02T16:05:00Z,2017-07-25T12:42:00Z
ABMI Ecosystem Health 2017,1322-NE,2016-11-29T16:35:00Z,2017-07-20T10:54:00Z
ABMI Ecosystem Health 2017,1322-NW,2016-11-29T16:34:00Z,2017-07-20T11:30:00Z
ABMI Ecosystem Health 2017,1322-SE,2016-11-29T15:56:00Z,2017-07-20T09:26:00Z
ABMI Ecosystem Health 2017,1322-SW,2016-11-29T15:32:00Z,2017-07-20T08:30:00Z
ABMI Ecosystem Health 2018,1323-NE,2018-01-29T14:11:00Z,2018-07-24T12:54:00Z
ABMI Ecosystem Health 2018,1323-NW,2018-01-29T12:23:00Z,2018-07-24T13:28:00Z
ABMI Ecosystem Health 2018,1323-SE,2018-01-29T15:10:00Z,2018-07-24T15:03:00Z
ABMI Ecosystem Health 2018,1323-SW,2018-01-29T11:21:00Z,2018-07-24T14:18:00Z
ABMI Ecosystem Health 2018,1324-NE,2018-01-30T12:56:00Z,2018-07-10T13:11:00Z
ABMI Ecosystem Health 2018,1324-NW,2018-01-30T11:00:00Z,2018-07-10T15:32:00Z
ABMI Ecosystem Health 2018,1324-SE,2018-01-30T14:07:00Z,2018-07-10T13:43:00Z
ABMI Ecosystem Health 2018,1324-SW,2018-01-30T14:58:00Z,2018-07-10T16:22:00Z
ABMI Ecosystem Health 2018,1325-NE,2018-01-31T12:59:00Z,2018-07-11T13:53:00Z
ABMI Ecosystem Health 2018,1325-NW,2018-01-31T10:03:00Z,2018-03-01T21:00:00Z
ABMI Ecosystem Health 2018,1325-SE,2018-01-31T11:43:00Z,2018-07-11T13:06:00Z
ABMI Ecosystem Health 2018,1325-SW,2018-01-31T11:08:00Z,2018-07-11T12:20:00Z
ABMI Ecosystem Health 2015,1332-NE,2015-03-07T11:57:00Z,2015-04-07T05:00:00Z
ABMI Ecosystem Health 2015,1332-NW,2015-03-07T09:41:00Z,2015-07-24T10:56:00Z
ABMI Ecosystem Health 2015,1332-SE,2015-03-07T10:27:00Z,2015-07-06T10:12:00Z
ABMI Ecosystem Health 2015,1332-SW,2015-03-07T10:25:00Z,2015-07-10T21:49:00Z
ABMI Ecosystem Health 2015,1333-NE,2015-03-04T08:43:00Z,2015-07-13T12:58:00Z
ABMI Ecosystem Health 2015,1333-NW,2015-03-04T09:35:00Z,2015-07-24T13:11:00Z
ABMI Ecosystem Health 2015,1333-SE,2015-03-04T10:47:00Z,2015-06-21T04:49:00Z
ABMI Ecosystem Health 2015,1333-SW,2015-03-04T12:35:00Z,2015-07-24T13:14:00Z
ABMI Ecosystem Health 2015,1334-NE,2015-03-06T11:39:00Z,2015-07-16T06:07:00Z
ABMI Ecosystem Health 2015,1334-NW,2015-03-06T11:22:00Z,2015-07-24T17:01:00Z
ABMI Ecosystem Health 2015,1334-SE,2015-03-06T10:42:00Z,2015-07-24T15:19:00Z
ABMI Ecosystem Health 2015,1334-SW,2015-03-06T10:38:00Z,2015-05-11T07:20:00Z
ABMI Ecosystem Health 2017,1335-NE,2017-01-19T16:17:00Z,2017-07-09T14:29:00Z
ABMI Ecosystem Health 2017,1335-NW,2017-01-19T17:04:00Z,2017-07-09T13:14:00Z
ABMI Ecosystem Health 2017,1335-SE,2017-01-19T15:08:00Z,2017-07-09T14:06:00Z
ABMI Ecosystem Health 2017,1335-SW,2017-01-19T15:41:00Z,2017-07-09T13:45:00Z
ABMI Ecosystem Health 2017,1336-NE,2017-01-20T11:53:00Z,2017-07-11T12:59:00Z
ABMI Ecosystem Health 2017,1336-NW,2017-01-20T13:16:00Z,2017-07-11T13:42:00Z
ABMI Ecosystem Health 2017,1336-SE,2017-01-20T11:25:00Z,2017-04-06T22:58:00Z
ABMI Ecosystem Health 2017,1336-SW,2017-01-20T10:46:00Z,2017-07-11T11:46:00Z
ABMI Ecosystem Health 2017,1337-NE,2017-01-21T11:17:00Z,2017-07-12T12:45:00Z
ABMI Ecosystem Health 2017,1337-NW,2017-01-21T09:26:00Z,2017-07-12T13:09:00Z
ABMI Ecosystem Health 2017,1337-SE,2017-01-21T12:10:00Z,2017-07-12T11:37:00Z
ABMI Ecosystem Health 2017,1337-SW,2017-01-21T10:01:00Z,2017-07-12T11:58:00Z
ABMI Ecosystem Health 2018,1338-NE,2018-01-11T16:15:00Z,2018-07-06T10:21:00Z
ABMI Ecosystem Health 2018,1338-SW,2018-01-11T14:42:00Z,2018-07-06T09:23:00Z
ABMI Ecosystem Health 2018,1339-NE,2018-01-21T11:11:00Z,2018-07-06T13:09:00Z
ABMI Ecosystem Health 2018,1339-SW,2018-01-21T12:19:00Z,2018-07-06T12:20:00Z
ABMI Ecosystem Health 2018,1340-NE,2018-01-11T12:06:00Z,2018-07-07T10:15:00Z
ABMI Ecosystem Health 2018,1340-SW,2018-01-11T09:47:00Z,2018-07-07T11:11:00Z
ABMI Ecosystem Health 2016,1341-NE,2016-02-29T18:58:00Z,2016-07-11T13:23:00Z
ABMI Ecosystem Health 2016,1341-NW,2016-03-01T15:40:00Z,2016-07-11T11:44:00Z
ABMI Ecosystem Health 2016,1341-SE,2016-03-01T18:25:00Z,2016-07-11T12:44:00Z
ABMI Ecosystem Health 2016,1341-SW,2016-03-01T17:16:00Z,2016-07-08T13:02:00Z
ABMI Ecosystem Health 2016,1342-NE,2016-02-27T09:39:00Z,2016-07-12T13:20:00Z
ABMI Ecosystem Health 2016,1342-NW,2016-02-27T10:30:00Z,2016-07-12T13:50:00Z
ABMI Ecosystem Health 2016,1342-SE,2016-02-27T13:03:00Z,2016-07-12T14:25:00Z
ABMI Ecosystem Health 2016,1342-SW,2016-02-27T11:52:00Z,2016-07-12T14:44:00Z
ABMI Ecosystem Health 2016,1343-NE,2016-02-29T10:12:00Z,2016-07-10T13:07:00Z
ABMI Ecosystem Health 2016,1343-NW,2016-02-29T16:34:00Z,2016-07-10T13:33:00Z
ABMI Ecosystem Health 2016,1343-SE,2016-02-29T12:35:00Z,2016-07-10T12:51:00Z
ABMI Ecosystem Health 2016,1343-SW,2016-02-29T14:46:00Z,2016-07-10T12:26:00Z
ABMI Ecosystem Health 2018,1346-NE,2017-10-15T14:23:00Z,2018-07-18T16:13:00Z
ABMI Ecosystem Health 2018,1346-NW,2017-10-15T13:24:00Z,2018-07-18T16:40:00Z
ABMI Ecosystem Health 2018,1346-SE,2017-10-15T15:18:00Z,2018-07-18T16:17:00Z
ABMI Ecosystem Health 2018,1346-SW,2017-10-15T15:47:00Z,2018-07-18T16:11:00Z
ABMI Ecosystem Health 2017,1356-NE,2017-03-04T14:09:00Z,2017-06-26T15:12:00Z
ABMI Ecosystem Health 2017,1356-NW,2017-03-04T10:05:00Z,2017-06-26T16:38:00Z
ABMI Ecosystem Health 2017,1356-SE,2017-03-04T12:58:00Z,2017-06-26T13:38:00Z
ABMI Ecosystem Health 2017,1356-SW,2017-03-04T11:41:00Z,2017-06-26T16:28:00Z
ABMI Ecosystem Health 2017,1357-NE,2017-03-31T16:08:00Z,2017-06-26T15:54:00Z
ABMI Ecosystem Health 2017,1357-NW,2017-03-04T16:46:00Z,2017-06-26T16:48:00Z
ABMI Ecosystem Health 2017,1357-SE,2017-03-31T15:11:00Z,2017-06-26T15:16:00Z
ABMI Ecosystem Health 2017,1357-SW,2017-03-05T17:59:00Z,2017-06-26T17:33:00Z
ABMI Ecosystem Health 2017,1358-NE,2017-03-06T14:12:00Z,2017-06-26T14:44:00Z
ABMI Ecosystem Health 2017,1358-NW,2017-03-06T11:18:00Z,2017-06-26T15:13:00Z
ABMI Ecosystem Health 2017,1358-SE,2017-03-06T14:56:00Z,2017-06-26T14:15:00Z
ABMI Ecosystem Health 2017,1358-SW,2017-03-06T12:56:00Z,2017-06-26T15:48:00Z
ABMI Ecosystem Health 2018,1360-NE,2018-01-12T14:00:00Z,2018-06-18T16:01:00Z
ABMI Ecosystem Health 2018,1360-SW,2018-01-12T11:19:00Z,2018-06-18T14:05:00Z
ABMI Ecosystem Health 2018,1361-NE,2017-12-21T14:10:00Z,2018-06-18T10:15:00Z
ABMI Ecosystem Health 2018,1361-SW,2017-12-21T13:04:00Z,2018-06-18T12:05:00Z
ABMI Ecosystem Health 2016,1362-NE,2016-03-22T18:19:00Z,2016-07-05T12:16:00Z
ABMI Ecosystem Health 2016,1362-NW,2016-03-05T10:09:00Z,2016-07-05T13:37:00Z
ABMI Ecosystem Health 2016,1362-SE,2016-03-22T17:03:00Z,2016-07-05T12:43:00Z
ABMI Ecosystem Health 2016,1362-SW,2016-03-05T09:28:00Z,2016-07-05T13:11:00Z
ABMI Ecosystem Health 2016,1363-NE,2016-03-04T17:56:00Z,2016-07-06T11:51:00Z
ABMI Ecosystem Health 2016,1363-NW,2016-03-04T13:40:00Z,2016-07-06T12:15:00Z
ABMI Ecosystem Health 2016,1363-SE,2016-03-04T16:51:00Z,2016-07-06T13:00:00Z
ABMI Ecosystem Health 2016,1363-SW,2016-03-04T15:20:00Z,2016-07-06T12:40:00Z
ABMI Ecosystem Health 2016,1364-NE,2016-03-02T16:12:00Z,2016-07-07T13:48:00Z
ABMI Ecosystem Health 2016,1364-NW,2016-03-02T17:19:00Z,2016-07-07T11:31:00Z
ABMI Ecosystem Health 2016,1364-SE,2016-03-02T14:59:00Z,2016-07-07T13:21:00Z
ABMI Ecosystem Health 2016,1364-SW,2016-03-02T13:38:00Z,2016-04-13T15:37:00Z
ABMI Ecosystem Health 2015,1368-NE,2015-03-19T14:09:00Z,2015-07-21T11:08:00Z
ABMI Ecosystem Health 2015,1368-NW,2015-03-19T13:34:00Z,2015-07-21T12:40:00Z
ABMI Ecosystem Health 2015,1368-SE,2015-03-19T14:50:00Z,2015-07-21T11:39:00Z
ABMI Ecosystem Health 2015,1368-SW,2015-03-19T12:50:00Z,2015-07-21T13:17:00Z
ABMI Ecosystem Health 2015,1369-NE,2015-03-18T14:21:00Z,2015-05-12T16:49:00Z
ABMI Ecosystem Health 2015,1369-NW,2015-03-18T14:55:00Z,2015-07-22T14:25:00Z
ABMI Ecosystem Health 2015,1369-SE,2015-03-18T16:11:00Z,2015-07-22T13:23:00Z
ABMI Ecosystem Health 2015,1369-SW,2015-03-18T15:44:00Z,2015-07-22T14:42:00Z
ABMI Ecosystem Health 2017,1381-NE,2017-03-01T15:43:00Z,2017-06-26T15:58:00Z
ABMI Ecosystem Health 2017,1381-NW,2017-03-01T16:53:00Z,2017-06-26T10:14:00Z
ABMI Ecosystem Health 2017,1381-SE,2017-03-02T09:38:00Z,2017-06-26T14:46:00Z
ABMI Ecosystem Health 2017,1381-SW,2017-03-02T11:00:00Z,2017-06-26T13:56:00Z
ABMI Ecosystem Health 2017,1382-NE,2017-03-02T16:15:00Z,2017-06-27T11:36:00Z
ABMI Ecosystem Health 2017,1382-NW,2017-03-02T17:22:00Z,2017-06-27T12:20:00Z
ABMI Ecosystem Health 2017,1382-SE,2017-03-02T13:19:00Z,2017-03-28T09:00:00Z
ABMI Ecosystem Health 2017,1382-SW,2017-03-02T14:21:00Z,2017-06-27T14:21:00Z
ABMI Ecosystem Health 2017,1383-NE,2017-03-03T15:06:00Z,2017-05-08T21:33:00Z
ABMI Ecosystem Health 2017,1383-NW,2017-03-03T12:18:00Z,2017-06-27T14:34:00Z
ABMI Ecosystem Health 2017,1383-SE,2017-03-03T09:55:00Z,2017-06-27T17:29:00Z
ABMI Ecosystem Health 2017,1383-SW,2017-03-03T13:42:00Z,2017-06-27T15:55:00Z
ABMI Ecosystem Health 2018,1384-NE,2017-12-21T10:40:00Z,2018-06-19T09:39:00Z
ABMI Ecosystem Health 2018,1384-SW,2017-12-21T10:32:00Z,2018-06-19T08:54:00Z
ABMI Ecosystem Health 2018,1385-NE,2018-01-13T09:44:00Z,2018-06-19T11:41:00Z
ABMI Ecosystem Health 2018,1385-SW,2018-01-12T17:31:00Z,2018-06-19T12:50:00Z
ABMI Ecosystem Health 2016,1387-NE,2016-03-25T12:55:00Z,2016-07-08T11:00:00Z
ABMI Ecosystem Health 2016,1387-NW,2016-03-25T11:19:00Z,2016-07-08T09:40:00Z
ABMI Ecosystem Health 2016,1387-SE,2016-03-26T09:26:00Z,2016-07-08T11:28:00Z
ABMI Ecosystem Health 2016,1387-SW,2016-03-26T10:02:00Z,2016-07-08T10:14:00Z
ABMI Ecosystem Health 2016,1388B-NE,2016-03-04T10:06:00Z,2016-07-09T14:18:00Z
ABMI Ecosystem Health 2016,1388B-NW,2016-03-04T11:05:00Z,2016-07-09T13:54:00Z
ABMI Ecosystem Health 2016,1388B-SE,2016-03-03T19:32:00Z,2016-07-09T13:00:00Z
ABMI Ecosystem Health 2016,1388B-SW,2016-03-03T18:51:00Z,2016-07-09T12:35:00Z
ABMI Ecosystem Health 2016,1389-NE,2016-03-03T14:53:00Z,2016-07-11T16:00:00Z
ABMI Ecosystem Health 2016,1389-NW,2016-03-03T15:54:00Z,2016-07-10T12:43:00Z
ABMI Ecosystem Health 2016,1389-SE,2016-03-03T12:13:00Z,2016-07-11T15:29:00Z
ABMI Ecosystem Health 2016,1389-SW,2016-03-03T10:50:00Z,2016-07-10T13:54:00Z
ABMI Ecosystem Health 2015,1393-NE,2015-03-20T08:00:00Z,2015-07-23T16:22:00Z
ABMI Ecosystem Health 2015,1393-NW,2015-03-20T08:30:00Z,2015-07-23T14:49:00Z
ABMI Ecosystem Health 2015,1393-SE,2015-03-20T09:07:00Z,2015-07-23T15:50:00Z
ABMI Ecosystem Health 2015,1394-NE,2015-03-16T15:56:00Z,2015-06-15T12:50:00Z
ABMI Ecosystem Health 2015,1394-NW,2015-03-16T16:52:00Z,2015-07-23T09:07:00Z
ABMI Ecosystem Health 2015,1394-SE,2015-03-16T15:08:00Z,2015-07-23T10:38:00Z
ABMI Ecosystem Health 2015,1394-SW,2015-03-16T17:23:00Z,2015-07-23T09:29:00Z
ABMI Ecosystem Health 2015,1395-NE,2015-03-17T10:08:00Z,2015-07-24T11:56:00Z
ABMI Ecosystem Health 2015,1395-NW,2015-03-17T09:23:00Z,2015-07-24T14:12:00Z
ABMI Ecosystem Health 2015,1395-SE,2015-03-17T10:42:00Z,2015-07-24T12:38:00Z
