location,project,VegHF,SoilHF,VegForDetectionDistance
FMM-4,CMU Ecosystem Monitoring Camera Program 2019,SeismicLineNarrow,SeismicLineNarrow,HF
FMM-5,CMU 2017,TreedBog8,UNK,WetTreed
FMM-5,CMU 2018,TreedBog8,UNK,WetTreed
FMM-5,CMU Ecosystem Monitoring Camera Program 2019,TreedBog8,UNK,WetTreed
FMM-6,CMU 2017,TreedBog4,UNK,WetTreed
FMM-6,CMU 2018,TreedBog4,UNK,WetTreed
FMM-6,CMU Ecosystem Monitoring Camera Program 2019,TreedBog4,UNK,WetTreed
FMM-7,CMU 2017,ShrubbySwamp,UNK,WetGrass
FMM-7,CMU 2018,ShrubbySwamp,UNK,WetGrass
FMM-7,CMU Ecosystem Monitoring Camera Program 2019,ShrubbySwamp,UNK,WetGrass
FMM-8,CMU 2017,TreedBog5,UNK,WetTreed
FMM-8,CMU 2018,TreedBog5,UNK,WetTreed
FMM-8,CMU Ecosystem Monitoring Camera Program 2019,TreedBog5,UNK,WetTreed
FMM-9,CMU 2017,TreedBog4,UNK,WetTreed
FMM-9,CMU 2018,TreedBog4,UNK,WetTreed
FMM-9,CMU Ecosystem Monitoring Camera Program 2019,TreedBog4,UNK,WetTreed
LID-1,CMU 2018,TreedBog4,UNK,WetTreed
LID-1,CMU Ecosystem Monitoring Camera Program 2019,TreedBog4,UNK,WetTreed
LID-10,CMU 2018,TreedBog6,UNK,WetTreed
LID-10,CMU Ecosystem Monitoring Camera Program 2019,TreedBog6,UNK,WetTreed
LID-11,CMU 2018,Pine3,UNK,Conif
LID-11,CMU Ecosystem Monitoring Camera Program 2019,Pine3,UNK,Conif
LID-12,CMU 2018,TreedBog4,UNK,WetTreed
LID-12,CMU Ecosystem Monitoring Camera Program 2019,TreedBog4,UNK,WetTreed
LID-13,CMU 2018,Decid5,UNK,Decid
LID-13,CMU Ecosystem Monitoring Camera Program 2019,Decid5,UNK,Decid
LID-14,CMU 2018,Pine1,UNK,Conif
LID-14,CMU Ecosystem Monitoring Camera Program 2019,Pine1,UNK,Conif
LID-15,CMU 2018,TreedBog4,UNK,WetTreed
LID-15,CMU Ecosystem Monitoring Camera Program 2019,TreedBog4,UNK,WetTreed
LID-16,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
LID-17,CMU 2018,Spruce6,UNK,Conif
LID-17,CMU Ecosystem Monitoring Camera Program 2019,Spruce6,UNK,Conif
LID-18,CMU 2018,Spruce6,UNK,Conif
LID-18,CMU Ecosystem Monitoring Camera Program 2019,Spruce6,UNK,Conif
LID-19,CMU 2018,CCSpruce2,UNK,Conif
LID-19,CMU Ecosystem Monitoring Camera Program 2019,CCSpruce2,UNK,Conif
LID-2,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
LID-20,CMU 2018,CCDecidR,UNK,HF
LID-20,CMU Ecosystem Monitoring Camera Program 2019,CCDecidR,UNK,HF
LID-21,CMU 2018,Spruce6,UNK,Conif
LID-21,CMU Ecosystem Monitoring Camera Program 2019,Spruce6,UNK,Conif
LID-22,CMU 2018,CCSpruce1,UNK,Shrub
LID-22,CMU Ecosystem Monitoring Camera Program 2019,CCSpruce1,UNK,Shrub
LID-23,CMU 2018,TreedBog4,UNK,WetTreed
LID-23,CMU Ecosystem Monitoring Camera Program 2019,TreedBog4,UNK,WetTreed
LID-24,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Decid
LID-25,CMU 2018,Spruce4,UNK,Conif
LID-25,CMU Ecosystem Monitoring Camera Program 2019,Spruce4,UNK,Conif
LID-3,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
LID-4,CMU 2018,Spruce3,UNK,Conif
LID-4,CMU Ecosystem Monitoring Camera Program 2019,Spruce3,UNK,Conif
LID-5,CMU 2018,TreedBog4,UNK,WetTreed
LID-5,CMU Ecosystem Monitoring Camera Program 2019,TreedBog4,UNK,WetTreed
LID-6,CMU 2018,Spruce4,UNK,Conif
LID-6,CMU Ecosystem Monitoring Camera Program 2019,Spruce4,UNK,Conif
LID-7,CMU 2018,Spruce4,UNK,Conif
LID-7,CMU Ecosystem Monitoring Camera Program 2019,Spruce4,UNK,Conif
LID-8,CMU 2018,ShrubbySwamp,UNK,Shrub
LID-8,CMU Ecosystem Monitoring Camera Program 2019,ShrubbySwamp,UNK,Shrub
LID-9,CMU 2018,TreedFen4,UNK,WetTreed
LID-9,CMU Ecosystem Monitoring Camera Program 2019,TreedFen4,UNK,WetTreed
LLB-126,CMU 2017,TreedBog2,UNK,WetTreed
LLB-126,CMU 2018,TreedBog2,UNK,WetTreed
LLB-126,CMU Ecosystem Monitoring Camera Program 2019,TreedBog2,UNK,WetTreed
LLB-127,CMU 2017,Pine4,UNK,Conif
LLB-127,CMU 2018,Pine4,UNK,Conif
LLB-127,CMU Ecosystem Monitoring Camera Program 2019,Pine4,UNK,Conif
LLB-128,CMU 2017,GrassHerb,UNK,Grass
LLB-128,CMU 2018,GrassHerb,UNK,Grass
LLB-128,CMU Ecosystem Monitoring Camera Program 2019,GrassHerb,UNK,Grass
LLB-129,CMU 2017,GrassHerb,UNK,Grass
LLB-129,CMU 2018,GrassHerb,UNK,Grass
LLB-129,CMU Ecosystem Monitoring Camera Program 2019,GrassHerb,UNK,Grass
LLB-130,CMU 2017,TreedFen5,UNK,WetTreed
LLB-130,CMU 2018,TreedFen5,UNK,WetTreed
LLB-130,CMU Ecosystem Monitoring Camera Program 2019,TreedFen5,UNK,WetTreed
LLB-131,CMU 2017,Pine4,UNK,Conif
LLB-131,CMU 2018,Pine4,UNK,Conif
LLB-131,CMU Ecosystem Monitoring Camera Program 2019,Pine4,UNK,Conif
LLB-132,CMU 2017,TreedFen4,UNK,WetTreed
LLB-132,CMU 2018,TreedFen4,UNK,WetTreed
LLB-132,CMU Ecosystem Monitoring Camera Program 2019,TreedFen4,UNK,WetTreed
LLB-133,CMU 2017,TreedFen4,UNK,WetTreed
LLB-133,CMU 2018,TreedFen4,UNK,WetTreed
LLB-133,CMU Ecosystem Monitoring Camera Program 2019,TreedFen4,UNK,WetTreed
LLB-134,CMU 2017,Decid5,UNK,Decid
LLB-134,CMU 2018,Decid5,UNK,Decid
LLB-134,CMU Ecosystem Monitoring Camera Program 2019,Decid5,UNK,Decid
LLB-135,CMU 2017,CCPineR,CutBlocks,HF
LLB-135,CMU 2018,CCPineR,CutBlocks,HF
LLB-135,CMU Ecosystem Monitoring Camera Program 2019,CCPineR,CutBlocks,HF
LLB-136,CMU 2017,Pine3,UNK,Conif
LLB-136,CMU 2018,Pine3,UNK,Conif
LLB-136,CMU Ecosystem Monitoring Camera Program 2019,Pine3,UNK,Conif
LLB-137,CMU 2017,MixedwoodR,UNK,Decid
LLB-137,CMU 2018,MixedwoodR,UNK,Decid
LLB-137,CMU Ecosystem Monitoring Camera Program 2019,MixedwoodR,UNK,Decid
LLB-138,CMU 2017,TreedBog2,UNK,WetTreed
LLB-138,CMU 2018,TreedBog2,UNK,WetTreed
LLB-138,CMU Ecosystem Monitoring Camera Program 2019,TreedBog2,UNK,WetTreed
LLB-139,CMU 2017,GrassHerb,UNK,Grass
LLB-139,CMU 2018,GrassHerb,UNK,Grass
LLB-139,CMU Ecosystem Monitoring Camera Program 2019,GrassHerb,UNK,Grass
LLB-140,CMU 2017,GrassHerb,UNK,Grass
LLB-140,CMU 2018,GrassHerb,UNK,Grass
LLB-140,CMU Ecosystem Monitoring Camera Program 2019,GrassHerb,UNK,Grass
LLB-141,CMU 2017,TreedFen4,UNK,WetTreed
LLB-141,CMU 2018,TreedFen4,UNK,WetTreed
LLB-141,CMU Ecosystem Monitoring Camera Program 2019,TreedFen4,UNK,WetTreed
LLB-142,CMU 2017,Pine4,UNK,Conif
LLB-142,CMU 2018,Pine4,UNK,Conif
LLB-142,CMU Ecosystem Monitoring Camera Program 2019,Pine4,UNK,Conif
LLB-143,CMU 2017,CCPineR,CutBlocks,HF
LLB-143,CMU 2018,CCPineR,CutBlocks,HF
LLB-143,CMU Ecosystem Monitoring Camera Program 2019,CCPineR,CutBlocks,HF
LLB-144,CMU 2017,ShrubbyBog,UNK,WetGrass
LLB-144,CMU 2018,ShrubbyBog,UNK,WetGrass
LLB-144,CMU Ecosystem Monitoring Camera Program 2019,ShrubbyBog,UNK,WetGrass
LLB-145,CMU 2017,Pipeline,Pipeline,HF
LLB-145,CMU 2018,Pipeline,Pipeline,HF
LLB-145,CMU Ecosystem Monitoring Camera Program 2019,Pipeline,Pipeline,HF
LLB-146,CMU 2017,Pine4,UNK,Conif
LLB-146,CMU 2018,Pine4,UNK,Conif
LLB-146,CMU Ecosystem Monitoring Camera Program 2019,Pine4,UNK,Conif
LLB-147,CMU 2017,Pine4,UNK,Conif
LLB-147,CMU 2018,Pine4,UNK,Conif
LLB-147,CMU Ecosystem Monitoring Camera Program 2019,Pine4,UNK,Conif
LLB-148,CMU 2017,Spruce7,UNK,Conif
LLB-148,CMU 2018,Spruce7,UNK,Conif
LLB-148,CMU Ecosystem Monitoring Camera Program 2019,Spruce7,UNK,Conif
LLB-149,CMU 2017,ShrubbySwamp,UNK,WetGrass
LLB-149,CMU 2018,ShrubbySwamp,UNK,WetGrass
LLB-149,CMU Ecosystem Monitoring Camera Program 2019,ShrubbySwamp,UNK,WetGrass
LLB-150,CMU 2017,Decid4,UNK,Decid
LLB-150,CMU 2018,Decid4,UNK,Decid
LLB-150,CMU Ecosystem Monitoring Camera Program 2019,Decid4,UNK,Decid
LRN-51,CMU 2018,NA,NA,Shrub
LRN-51,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
LRN-52,CMU 2018,NA,NA,WetGrass
LRN-52,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetGrass
LRN-53,CMU 2018,NA,NA,Conif
LRN-53,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
LRN-54,CMU 2018,NA,NA,WetGrass
LRN-54,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetGrass
LRN-55,CMU 2018,NA,NA,WetTreed
LRN-55,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetTreed
LRN-57,CMU 2018,NA,NA,WetGrass
LRN-57,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetGrass
LRN-58,CMU 2018,NA,NA,WetGrass
LRN-58,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetGrass
LRN-59,CMU 2018,NA,NA,Shrub
LRN-59,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
LRN-60,CMU 2018,NA,NA,WetGrass
LRN-60,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetGrass
LRN-61,CMU 2018,NA,NA,Conif
LRN-61,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
LRN-62,CMU 2018,NA,NA,Conif
LRN-62,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
LRN-63,CMU 2018,NA,NA,Shrub
LRN-63,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
LRN-64,CMU 2018,NA,NA,Conif
LRN-64,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
LRN-65,CMU 2018,NA,NA,WetTreed
LRN-65,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetTreed
LRN-66,CMU 2018,NA,NA,Conif
LRN-66,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
LRN-67,CMU 2018,NA,NA,WetTreed
LRN-67,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetTreed
LRN-68,CMU 2018,NA,NA,Shrub
LRN-68,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
LRN-69,CMU 2018,NA,NA,Shrub
LRN-69,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
LRN-70,CMU 2018,NA,NA,Shrub
LRN-70,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
LRN-71,CMU 2018,NA,NA,Conif
LRN-71,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
LRN-72,CMU 2018,NA,NA,Shrub
LRN-72,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
LRN-73,CMU 2018,NA,NA,Grass
LRN-73,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Grass
LRN-74,CMU 2018,NA,NA,Conif
LRN-74,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
LRN-75,CMU 2018,NA,NA,Conif
LRN-75,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MAC-26,CMU 2017,Spruce5,UNK,Conif
MAC-26,CMU 2018,Spruce5,UNK,Conif
MAC-26,CMU Ecosystem Monitoring Camera Program 2019,Spruce5,UNK,Conif
MAC-27,CMU 2017,Mixedwood6,UNK,Decid
MAC-27,CMU 2018,Mixedwood6,UNK,Decid
MAC-27,CMU Ecosystem Monitoring Camera Program 2019,Mixedwood6,UNK,Decid
MAC-28,CMU 2017,TreedFen5,UNK,WetTreed
MAC-28,CMU 2018,TreedFen5,UNK,WetTreed
MAC-28,CMU Ecosystem Monitoring Camera Program 2019,TreedFen5,UNK,WetTreed
MAC-29,CMU 2017,ShrubbyFen,UNK,WetGrass
MAC-29,CMU 2018,ShrubbyFen,UNK,WetGrass
MAC-29,CMU Ecosystem Monitoring Camera Program 2019,ShrubbyFen,UNK,WetGrass
MAC-30,CMU 2017,TreedFen5,UNK,WetTreed
MAC-30,CMU 2018,TreedFen5,UNK,WetTreed
MAC-30,CMU Ecosystem Monitoring Camera Program 2019,TreedFen5,UNK,WetTreed
MAC-31,CMU 2017,TreedBog4,UNK,WetTreed
MAC-31,CMU 2018,TreedBog4,UNK,WetTreed
MAC-31,CMU Ecosystem Monitoring Camera Program 2019,TreedBog4,UNK,WetTreed
MAC-32,CMU 2017,TreedFen6,UNK,WetTreed
MAC-32,CMU 2018,TreedFen6,UNK,WetTreed
MAC-32,CMU Ecosystem Monitoring Camera Program 2019,TreedFen6,UNK,WetTreed
MAC-33,CMU 2017,TreedFen5,UNK,WetTreed
MAC-33,CMU 2018,TreedFen5,UNK,WetTreed
MAC-33,CMU Ecosystem Monitoring Camera Program 2019,TreedFen5,UNK,WetTreed
MAC-34,CMU 2017,TreedFen4,UNK,WetTreed
MAC-34,CMU 2018,TreedFen4,UNK,WetTreed
MAC-34,CMU Ecosystem Monitoring Camera Program 2019,TreedFen4,UNK,WetTreed
MAC-35,CMU 2017,TreedFen6,UNK,WetTreed
MAC-35,CMU 2018,TreedFen6,UNK,WetTreed
MAC-35,CMU Ecosystem Monitoring Camera Program 2019,TreedFen6,UNK,WetTreed
MAC-36,CMU 2017,TreedBog4,UNK,WetTreed
MAC-36,CMU 2018,TreedBog4,UNK,WetTreed
MAC-36,CMU Ecosystem Monitoring Camera Program 2019,TreedBog4,UNK,WetTreed
MAC-37,CMU 2017,TreedFen5,UNK,WetTreed
MAC-37,CMU 2018,TreedFen5,UNK,WetTreed
MAC-37,CMU Ecosystem Monitoring Camera Program 2019,TreedFen5,UNK,WetTreed
MAC-38,CMU 2017,ShrubbyFen,UNK,WetGrass
MAC-38,CMU 2018,ShrubbyFen,UNK,WetGrass
MAC-38,CMU Ecosystem Monitoring Camera Program 2019,ShrubbyFen,UNK,WetGrass
MAC-39,CMU 2017,TreedFen4,UNK,WetTreed
MAC-39,CMU 2018,TreedFen4,UNK,WetTreed
MAC-39,CMU Ecosystem Monitoring Camera Program 2019,TreedFen4,UNK,WetTreed
MAC-40,CMU 2017,ShrubbyFen,UNK,WetGrass
MAC-40,CMU 2018,ShrubbyFen,UNK,WetGrass
MAC-40,CMU Ecosystem Monitoring Camera Program 2019,ShrubbyFen,UNK,WetGrass
MAC-41,CMU 2017,TreedFen6,UNK,WetTreed
MAC-41,CMU 2018,TreedFen6,UNK,WetTreed
MAC-41,CMU Ecosystem Monitoring Camera Program 2019,TreedFen6,UNK,WetTreed
MAC-42,CMU 2017,TreedBog5,UNK,WetTreed
MAC-42,CMU 2018,TreedBog5,UNK,WetTreed
MAC-42,CMU Ecosystem Monitoring Camera Program 2019,TreedBog5,UNK,WetTreed
MAC-43,CMU 2017,TreedFen5,UNK,WetTreed
MAC-43,CMU 2018,TreedFen5,UNK,WetTreed
MAC-43,CMU Ecosystem Monitoring Camera Program 2019,TreedFen5,UNK,WetTreed
MAC-44,CMU 2017,TreedFen5,UNK,WetTreed
MAC-44,CMU 2018,TreedFen5,UNK,WetTreed
MAC-44,CMU Ecosystem Monitoring Camera Program 2019,TreedFen5,UNK,WetTreed
MAC-45,CMU 2017,Decid4,UNK,Decid
MAC-45,CMU 2018,Decid4,UNK,Decid
MAC-45,CMU Ecosystem Monitoring Camera Program 2019,Decid4,UNK,Decid
MAC-46,CMU 2017,TreedFen4,UNK,WetTreed
MAC-46,CMU 2018,TreedFen4,UNK,WetTreed
MAC-46,CMU Ecosystem Monitoring Camera Program 2019,TreedFen4,UNK,WetTreed
MAC-47,CMU 2017,TreedBog6,UNK,WetTreed
MAC-47,CMU 2018,TreedBog6,UNK,WetTreed
MAC-47,CMU Ecosystem Monitoring Camera Program 2019,TreedBog6,UNK,WetTreed
MAC-48,CMU 2017,TreedBog3,UNK,WetTreed
MAC-48,CMU 2018,TreedBog3,UNK,WetTreed
MAC-48,CMU Ecosystem Monitoring Camera Program 2019,TreedBog3,UNK,WetTreed
MAC-49,CMU 2017,TreedFen5,UNK,WetTreed
MAC-49,CMU 2018,TreedFen5,UNK,WetTreed
MAC-49,CMU Ecosystem Monitoring Camera Program 2019,TreedFen5,UNK,WetTreed
MAC-50,CMU 2017,TreedBog4,UNK,WetTreed
MAC-50,CMU 2018,TreedBog4,UNK,WetTreed
MAC-50,CMU Ecosystem Monitoring Camera Program 2019,TreedBog4,UNK,WetTreed
MCC-26,CMU 2018,NA,NA,Conif
MCC-26,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-27,CMU 2018,NA,NA,Shrub
MCC-27,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
MCC-28,CMU 2018,NA,NA,Conif
MCC-28,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-29,CMU 2018,NA,NA,WetTreed
MCC-29,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetTreed
MCC-30,CMU 2018,NA,NA,WetTreed
MCC-30,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetTreed
MCC-31,CMU 2018,NA,NA,Conif
MCC-31,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-32,CMU 2018,NA,NA,Conif
MCC-32,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-33,CMU 2018,NA,NA,Conif
MCC-33,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-34,CMU 2018,NA,NA,Conif
MCC-34,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-35,CMU 2018,NA,NA,WetTreed
MCC-35,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetTreed
MCC-36,CMU 2018,NA,NA,WetGrass
MCC-36,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetGrass
MCC-37,CMU 2018,NA,NA,Conif
MCC-37,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-38,CMU 2018,NA,NA,Conif
MCC-38,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-39,CMU 2018,NA,NA,Conif
MCC-39,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-40,CMU 2018,NA,NA,Conif
MCC-40,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-41,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-42,CMU 2018,NA,NA,Conif
MCC-42,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-43,CMU 2018,NA,NA,Conif
MCC-43,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-44,CMU 2018,NA,NA,WetTreed
MCC-44,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetTreed
MCC-45,CMU 2018,NA,NA,WetTreed
MCC-45,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetTreed
MCC-46,CMU 2018,NA,NA,Shrub
MCC-46,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
MCC-47,CMU 2018,NA,NA,Conif
MCC-47,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
MCC-48,CMU 2018,NA,NA,WetGrass
MCC-48,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetGrass
MCC-49,CMU 2018,NA,NA,WetGrass
MCC-49,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,WetGrass
MCC-50,CMU 2018,NA,NA,Conif
MCC-50,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Conif
WAB-51,CMU 2017,TreedBog5,NA,WetTreed
WAB-51,CMU 2018,TreedBog5,NA,WetTreed
WAB-51,CMU Ecosystem Monitoring Camera Program 2019,TreedBog5,NA,WetTreed
WAB-52,CMU 2017,Pine6,UNK,Conif
WAB-52,CMU 2018,Pine6,UNK,Conif
WAB-52,CMU Ecosystem Monitoring Camera Program 2019,Pine6,UNK,Conif
WAB-53,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Shrub
WAB-54,CMU 2017,TreedBog5,UNK,WetTreed
WAB-54,CMU 2018,TreedBog5,UNK,WetTreed
WAB-54,CMU Ecosystem Monitoring Camera Program 2019,TreedBog5,UNK,WetTreed
WAB-55,CMU 2017,TreedBog7,UNK,WetTreed
WAB-55,CMU 2018,TreedBog7,UNK,WetTreed
WAB-55,CMU Ecosystem Monitoring Camera Program 2019,TreedBog7,UNK,WetTreed
WAB-56,CMU 2017,TreedBog8,UNK,WetTreed
WAB-56,CMU 2018,TreedBog8,UNK,WetTreed
WAB-56,CMU Ecosystem Monitoring Camera Program 2019,TreedBog8,UNK,WetTreed
WAB-57,CMU 2017,Decid6,UNK,Decid
WAB-57,CMU 2018,Decid6,UNK,Decid
WAB-57,CMU Ecosystem Monitoring Camera Program 2019,Decid6,UNK,Decid
WAB-58,CMU 2017,TreedFen7,UNK,WetTreed
WAB-58,CMU 2018,TreedFen7,UNK,WetTreed
WAB-58,CMU Ecosystem Monitoring Camera Program 2019,TreedFen7,UNK,WetTreed
WAB-59,CMU 2017,TreedSwamp4,UNK,Shrub
WAB-59,CMU 2018,TreedSwamp4,UNK,Shrub
WAB-59,CMU Ecosystem Monitoring Camera Program 2019,TreedSwamp4,UNK,Shrub
WAB-60,CMU 2017,TreedFen9,UNK,WetTreed
WAB-60,CMU 2018,TreedFen9,UNK,WetTreed
WAB-60,CMU Ecosystem Monitoring Camera Program 2019,TreedFen9,UNK,WetTreed
WAB-61,CMU Ecosystem Monitoring Camera Program 2019,NA,NA,Decid
WAB-62,CMU 2017,TreedFen7,UNK,WetTreed
WAB-62,CMU 2018,TreedFen7,UNK,WetTreed
WAB-62,CMU Ecosystem Monitoring Camera Program 2019,TreedFen7,UNK,WetTreed
WAB-63,CMU 2017,TreedFen7,UNK,WetTreed
WAB-63,CMU 2018,TreedFen7,UNK,WetTreed
WAB-63,CMU Ecosystem Monitoring Camera Program 2019,TreedFen7,UNK,WetTreed
WAB-64,CMU 2017,TreedBog6,UNK,WetTreed
WAB-64,CMU 2018,TreedBog6,UNK,WetTreed
WAB-64,CMU Ecosystem Monitoring Camera Program 2019,TreedBog6,UNK,WetTreed
WAB-65,CMU 2017,TreedBog7,UNK,WetTreed
WAB-65,CMU 2018,TreedBog7,UNK,WetTreed
WAB-65,CMU Ecosystem Monitoring Camera Program 2019,TreedBog7,UNK,WetTreed
WAB-66,CMU 2017,TreedFen9,UNK,WetTreed
WAB-66,CMU 2018,TreedFen9,UNK,WetTreed
WAB-66,CMU Ecosystem Monitoring Camera Program 2019,TreedFen9,UNK,WetTreed
WAB-67,CMU 2017,ShrubbySwamp,UNK,Shrub
WAB-67,CMU 2018,ShrubbySwamp,UNK,Shrub
WAB-67,CMU Ecosystem Monitoring Camera Program 2019,ShrubbySwamp,UNK,Shrub
WAB-68,CMU 2017,TreedBog6,UNK,WetTreed
WAB-68,CMU 2018,TreedBog6,UNK,WetTreed
WAB-68,CMU Ecosystem Monitoring Camera Program 2019,TreedBog6,UNK,WetTreed
WAB-69,CMU 2017,TreedBog5,UNK,WetTreed
WAB-69,CMU 2018,TreedBog5,UNK,WetTreed
WAB-69,CMU Ecosystem Monitoring Camera Program 2019,TreedBog5,UNK,WetTreed
WAB-70,CMU 2017,TreedBog6,UNK,WetTreed
WAB-70,CMU 2018,TreedBog6,UNK,WetTreed
WAB-70,CMU Ecosystem Monitoring Camera Program 2019,TreedBog6,UNK,WetTreed
WAB-71,CMU 2017,TreedFen7,UNK,WetTreed
WAB-71,CMU 2018,TreedFen7,UNK,WetTreed
WAB-71,CMU Ecosystem Monitoring Camera Program 2019,TreedFen7,UNK,WetTreed
WAB-72,CMU 2017,TreedBog7,UNK,WetTreed
WAB-72,CMU 2018,TreedBog7,UNK,WetTreed
WAB-72,CMU Ecosystem Monitoring Camera Program 2019,TreedBog7,UNK,WetTreed
WAB-73,CMU 2017,ShrubbySwamp,UNK,Shrub
WAB-73,CMU 2018,ShrubbySwamp,UNK,Shrub
WAB-73,CMU Ecosystem Monitoring Camera Program 2019,ShrubbySwamp,UNK,Shrub
WAB-74,CMU 2017,ShrubbySwamp,UNK,Shrub
WAB-74,CMU 2018,ShrubbySwamp,UNK,Shrub
WAB-74,CMU Ecosystem Monitoring Camera Program 2019,ShrubbySwamp,UNK,Shrub
WAB-75,CMU 2017,TreedBog6,UNK,WetTreed
WAB-75,CMU 2018,TreedBog6,UNK,WetTreed
WAB-75,CMU Ecosystem Monitoring Camera Program 2019,TreedBog6,UNK,WetTreed
FMM-6,CMU Ecosystem Monitoring Camera Program 2020,TreedBog4,UNK,WetTreed
LLB-149,CMU Ecosystem Monitoring Camera Program 2020,ShrubbySwamp,UNK,WetGrass
FMM-7,CMU Ecosystem Monitoring Camera Program 2020,ShrubbySwamp,UNK,WetGrass
LLB-134,CMU Ecosystem Monitoring Camera Program 2020,Decid5,UNK,Decid
LLB-140,CMU Ecosystem Monitoring Camera Program 2020,GrassHerb,UNK,Grass
LLB-143,CMU Ecosystem Monitoring Camera Program 2020,CCPineR,CutBlocks,HF
FMM-3,CMU Ecosystem Monitoring Camera Program 2020,TreedFen5,UNK,WetTreed
FMM-1,CMU Ecosystem Monitoring Camera Program 2020,TreedFen5,UNK,WetTreed
FMM-13,CMU Ecosystem Monitoring Camera Program 2020,Pipeline,Pipeline,HF
FMM-5,CMU Ecosystem Monitoring Camera Program 2020,TreedBog8,UNK,WetTreed
FMM-2,CMU Ecosystem Monitoring Camera Program 2020,TreedBog5,UNK,WetTreed
FMM-23,CMU Ecosystem Monitoring Camera Program 2020,TreedBog6,UNK,WetTreed
LLB-145,CMU Ecosystem Monitoring Camera Program 2020,Pipeline,Pipeline,HF
LLB-136,CMU Ecosystem Monitoring Camera Program 2020,Pine3,UNK,Conif
LLB-127,CMU Ecosystem Monitoring Camera Program 2020,Pine4,UNK,Conif
LLB-148,CMU Ecosystem Monitoring Camera Program 2020,Spruce7,UNK,Conif
LID-4,CMU Ecosystem Monitoring Camera Program 2020,Spruce3,UNK,Conif
LID-12,CMU Ecosystem Monitoring Camera Program 2020,TreedBog4,UNK,WetTreed
FMM-14,CMU Ecosystem Monitoring Camera Program 2020,Spruce5,UNK,Conif
FMM-4,CMU Ecosystem Monitoring Camera Program 2020,SeismicLineNarrow,SeismicLineNarrow,HF
LLB-144,CMU Ecosystem Monitoring Camera Program 2020,ShrubbyBog,UNK,WetGrass
